object_id,name,description,type,project_stage,year_implemented,partners,idea_description,collector,source,photos,need_volunteers,need_funding,need_site_access,need_design,need_materials,need_volunteers_2,need_funding_2,need_materials_2,need_tools2,address,location,latitude,longitude
0083E00054000000,MOMS Green Play Yard,"The MOMS Green Play Yard is a place for interactive and educational play, essentially providing a safe and easily maintained âbackyardâ for residents of MOMS Sojourner House and other families on the block. A model of urban re-use and renewal, this project is flexible enough to respond to the dynamic community while allowing its users to feel a sense of ownership. Read more about the project on GTECH's site: https://gtechstrategies.org/projects/moms-play-yard/",Playspace,A project that has been implemented ,2009,"Sojourner House, Negley Place Neighborhood Alliance, GTECH, CDCP, Burt Hill",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5529--black-st-pittsburgh-90k01tu.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5529--black-st-pittsburgh-90l012r.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5529--black-st-pittsburgh-8zj01j8.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5529  BLACK ST PITTSBURGH,Pittsburgh,40.46953815,-79.92881924
0083E00052000000,MOMS Green Play Yard,"The MOMS Green Play Yard is a place for interactive and educational play, essentially providing a safe and easily maintained âbackyardâ for residents of MOMS Sojourner House and other families on the block. A model of urban re-use and renewal, this project is flexible enough to respond to the dynamic community while allowing its users to feel a sense of ownership. Read more about the project on GTECH's site: https://gtechstrategies.org/projects/moms-play-yard/",Playspace,A project that has been implemented ,2009,"Sojourner House, Negley Place Neighborhood Alliance, GTECH, CDCP, Burt Hill",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5525--black-st-pittsburgh-iwn01kc.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5525--black-st-pittsburgh-iwo01e1.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-5525--black-st-pittsburgh-ivm0144.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5525  BLACK ST PITTSBURGH,Pittsburgh,40.46959177,-79.92896475
0029H00085000000,South Oakland Fruit Tree Orchard,"The South Oakland Fruit Tree Orchard is a former vacant lot with eight fruit trees (which species? pawpaw, persimmon, serviceberry, and sweet cherry). Tree Pittsburgh is working with South Oakland residents to provide educational fruit tree classes, plant fruit trees, and maintain the orchard for resident fruit collection in years to come. ",Food Garden,A project that has been implemented ,2014,Oakland Planning and Development Corporation,,Tree Pittsburgh,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-3213--parkview-ave-pittsburgh-0y403fu.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-3213--parkview-ave-pittsburgh-16503sk.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-3213--parkview-ave-pittsburgh-1760323.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3213  PARKVIEW AVE PITTSBURGH,Pittsburgh,40.42983435,-79.95357819
0029H00085000000,OPDC Owns this Lot ,Oakland Planning and Development Corporation owns this lot. We are currently building a communnity garden in this lot.,Not specified,A project that is in progress ,,,,Oakland Planning and Development Corporation,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3213  PARKVIEW AVE PITTSBURGH,Pittsburgh,40.42983435,-79.95357819
5579b2ceb6dccd030036e404,Tree Pittsburgh Heritage Nursery,"The Heritage Nursery is a program of Tree Pittsburgh that specializes in growing native and heritage trees for forest restoration projects. The nursery works to promote diverse forests by growing regionally adapted native trees that thrive in Western Pennsylvania's climate and support local wildlife. The Heritage Nursery partners with environmental groups, non-profits, business and municipalities to provide nursery trees for forest restoration projects and tree plantings.",Not specified,A project that is in progress ,,Urban Redevelopment Authority ,,Tree Pittsburgh,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-custom-location-q4l03wk.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-11-custom-location-q3k03do.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Custom location,Unknown,40.48880066,-79.94092494
558ae1b26b323903000b7143,West Penn Park Forest Restoration,"Tree Pittsburgh is engaged in restoring the northern hillside of Polish Hill's West Penn Park from a degraded woodland heavily impacted by invasive plant species to a diverse pocket of urban forest populated by a diversity of trees and shrubs. Goats, known for eating anything and everything, munched on the invasives across the hillside in the summer of 2014. Their snacking prepared the hillside for the planting of 110 restoration trees, grown in Tree Pittsburghâs Heritage Nursery.",Greenway Wooded Lot,A project that has been implemented ,2014,"City of Pittsburgh, Polish Hill Civic Association, Alcoa Foundation, TreeVitalize",,Tree Pittsburgh,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-near-2956-brereton-st-fh4x02ks.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-near-2956-brereton-st-fg4w02u2.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-24-near-2956-brereton-st-fh4y02td.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Near 2956 Brereton St,Pittsburgh,40.45626746,-79.97076854
0023E00377000000,PROPEL North Side Green Playces ,"This outdoor space will be utilized by the teachers and students of PROPEL North Side Schools. This unique space will be activated into an engaging outdoor classroom complete with performance stage, seating, and activities. ",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-25-1701--columbia-pl-pittsburgh-rz6088b.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-25-1701--columbia-pl-pittsburgh-rz708x0.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-25-1701--columbia-pl-pittsburgh-rz8084d.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1701  COLUMBIA PL PITTSBURGH,Pittsburgh,40.45854583,-80.01571102
0023E00377000000,Green Playces: Northside,Reclaim a vacant lot and turn into an outdoor educational space,Not specified,A project that is in progress ,,"Propel Schools, Western Pa Girl Scouts, Western PA Conservancy",,GTECH Strategies,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1701  COLUMBIA PL PITTSBURGH,Pittsburgh,40.45854583,-80.01571102
0023E00377000000,Green Playces: Northside,Create a outdoor classroom and learning garden for Propel Northside and the community at large. ,Not specified,A project that is in progress ,,"Propel Schools Northside, Northide Common Ministries Church, Western PA Girl Scouts",,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-2-1701--columbia-pl-pittsburgh-wu1k0kab.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-2-1701--columbia-pl-pittsburgh-wv1m0kd4.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-2-1701--columbia-pl-pittsburgh-wv1l0k7r.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1701  COLUMBIA PL PITTSBURGH,Pittsburgh,40.45854583,-80.01571102
0023E00377000000,Green Playces: Northside,Built an outdoor classroom for students at Propel Northside as well as the community,Playspace,A project that has been implemented ,2015,Propel Schools,,Green Playces Northside,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-3-1701--columbia-pl-pittsburgh-fp20d4f.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-3-1701--columbia-pl-pittsburgh-fo10dnf.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2016-5-3-1701--columbia-pl-pittsburgh-fn00dnx.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1701  COLUMBIA PL PITTSBURGH,Pittsburgh,40.45854583,-80.01571102
0174K00131000000,Operation Better Block Junior Green Corp Garden ,"This is an educational resource and training area for Operation Better Block's Junior Green Corp. Workshops are held through out the spring, summer and fall around food, planting, production and harvesting. ",Food Garden,A project that has been implemented ,2015,"Operation Better Block, FedEx Ground",,James,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-29-unknown-location-jed07wv.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-29-unknown-location-jdb07v9.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-6-29-unknown-location-jdc07i2.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.45674751,-79.89230231
0120G00155000000,Tree Pittsburgh Herritage Nursery,"The Heritage Nursery is a program of Tree Pittsburgh that specializes in growing native and heritage trees for forest restoration projects. The nursery works to promote diverse forests by growing regionally adapted native trees that thrive in Western Pennsylvania's climate and support local wildlife. The Heritage Nursery partners with environmental groups, non-profits, business and municipalities to provide nursery trees for forest restoration projects and tree plantings.",Not specified,A project that is in progress ,,Urban Redevelopment Authority,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-7-14-6111-butler-st-pittsburgh-co140j60.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-7-14-6111-butler-st-pittsburgh-cp150je9.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-7-14-6111-butler-st-pittsburgh-co130j01.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,6111 BUTLER ST PITTSBURGH,Pittsburgh,40.48822809,-79.94063271
55bfa237dc4ce203004221c2,Liberty Avenue & Commonwealth Place - The Point flower garden,WPC community flower garden planted by volunteers and tended to by neighbors,Flower Garden,A project that has been implemented ,1989,,,Western Pennsylvania Conservancy,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-8-3-custom-location-jg302bk.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-8-3-custom-location-jg20259.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-8-3-custom-location-jf102po.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Custom location,Pittsburgh,40.44089775,-80.00695825
55e5f2380e46840300d2043c,Observatory Hill Welcome Center,"The Observatory Hill Welcome Center is a multipurpose space that will welcome passersby into the Northside, provide a comfortable space to wait for the bus, and a spot to garden. This project came out of GTECH's ReClaim Northside Ambassador program, which you can learn more about by following this link: gtechstrategies.org/projects/reclaim-northside-ambassador-program-2014-2015",Not specified,A project that is in progress ,,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-near-4141-perrysville-ave-inai0zol.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-near-4141-perrysville-ave-ioak0zg5.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-1-near-4141-perrysville-ave-ioaj0zoo.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,Near 4141 Perrysville Ave,Pittsburgh,40.49382808,-80.02216168
0174K00381000000,Green Playces: Homewood,Transform a vacant lot owned by the Bible Center Church into an outdoor learning kitchen and classroom,Not specified,A project that has been implemented ,,"Homewood Childrens Village, Parks Conservancy, APOST, Bible Center Church, Homewood YMCA, PAEYC",,Green Playces: Homewood,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-7247--kelly-st-pittsburgh-hd10x5h.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-7247--kelly-st-pittsburgh-hd00x9r.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,7247  KELLY ST PITTSBURGH,Pittsburgh,40.45537359,-79.89515038
0174K00381000000,Green Playces: Homewood,Green Playces transformed a vacant lot into an community grill and learning theater space,Park Parklet,A project that has been implemented ,2015,"Bible Center Church, APOST, Homewood Childrens Village, Lighthouse",,Green Playces: Homewood,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-12-16-7247--kelly-st-pittsburgh-pk10h2n.JPG | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-12-16-7247--kelly-st-pittsburgh-pj00h2v.jpg | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-12-16-7247--kelly-st-pittsburgh-pl20hjc.JPG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7247  KELLY ST PITTSBURGH,Pittsburgh,40.45537359,-79.89515038
0006P00250000000,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-ds30x1q.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-ds20x32.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43419377,-80.02679369
0006N00210000000,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-hw50xjj.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-hw40x0f.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43429515,-80.02877996
0006P00200000002,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-nm60xyu.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-nm70xkv.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43342628,-80.02772814
0019M00179000002,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-vv101yo.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-vx201qj.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43814538,-80.03245823
0006P00215000000,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-4q301qv.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-4r401gz.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43388487,-80.027463
0006J00005000000,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-8490x6w.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-8480xbl.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43724746,-80.03058819
0006P00200000001,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-826013f.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-81501w3.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.43319525,-80.02813841
0006B00400000000,"Greenleaf Trail, Emerald View Park Trail","Emerald View Park surrounds the neighborhoods of Duquesne Heights, Mount Washington and Allentown. The park was born out of a grassroots effort to protect Mount Washingtonâs steep hillsides and improve the quality of local park land and we are proud to share its co-management with the City of Pittsburgh.  The creation of a 257-acre urban park that combines pre-existing park space with formerly mined and denuded hillsides brings unique and exciting challenges. Since 2005, huge strides have been made in restoring the forested habitat, maintaining the spectacular views, clearing dumpsites, building trails and honoring the Parkâs land use history. With the help of many dedicated volunteers, seemingly insurmountable challenges are now a part of the Parkâs history. Emerald View Park boasts a growing trail system that offers 10 miles of trails featuring loops that range from one to four miles. Ultimately the trail system will include a 9-mile main loop and almost 11 miles of secondary trails that connect to all nearby regional trails and neighborhoods.",Trail Pathway,A project that has been implemented ,2005,Mt. Washington CDC and the Emerald Trail Corps,,MWCDC,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-cn801ru.png | http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-9-18-unknown-location-cn701oz.png,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,Pittsburgh,40.44075741,-80.02268825
0381R00116000000,Empty to Embellished ,ReClaim McKeesport Ambassador Rochelle has taken an overgrown space and created a beautiful gateway garden to the Myer Park neighborhood.,Flower Garden,A project that has been implemented ,2015,,,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-10-5-unknown-location-srt0c0a.jpg,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Unknown Location,McKeesport,40.33784101,-79.83962353
0075L00275000000,,,Not specified,An idea for a lot,,,Neighbors to the St. John's Green are working on coming up with a long-term plan for the site. ,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-11-4-3339--mcclure-ave-pittsburgh-td00tu0.JPG,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3339  MCCLURE AVE PITTSBURGH,Pittsburgh,40.47701973,-80.03737501
0075L00275000000,,,Not specified,An idea for a lot,,,Neighbors who live around the St. John's Green are working to come up with ideas for the site. ,GTECH Strategies,mobile,http://localdata-uploads.s3.amazonaws.com/production/fb6dbc30-7bd9-11e4-abaf-a39ffd5c50e6/2015-11-4-3339--mcclure-ave-pittsburgh-ht10t47.JPG,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3339  MCCLURE AVE PITTSBURGH,Pittsburgh,40.47701973,-80.03737501
0011D00166000000,Oakland Affordable Living,"Oakland Planning and Development Corporation is planning to build a 25-unit, 100% affordable apartment building at 2528-2844 Wadsworth Street.",Not specified,A project that is in progress ,,,,Oakland Planning and Development Corporation,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2544  WADSWORTH ST PITTSBURGH,Pittsburgh,40.44291157,-79.96712399
0011D00165000000,Oakland Affordable Living,"Oakland Planning and Development Corporation is planning to build a 25-unit, 100% affordable apartment building at 2528-2844 Wadsworth Street.",Not specified,A project that is in progress ,,,,Oakland Planning and Development Corporation,mobile,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2542  WADSWORTH ST PITTSBURGH,Pittsburgh,40.44289858,-79.96719358
